ReviewID,CustomerID,ProductID,ReviewText,Rating,ReviewDate
6712,2276,201,Great Pants!,5,2025-11-30 05:14:25.279698
6713,192,179,Great Mens Jackets!,5,2025-11-12 05:14:25.279698
6714,1328,186,Great Shoes!,5,2025-11-14 05:14:25.279698
6715,998,105,Disappointed Womens Sneakers!,1,2025-12-15 05:14:25.279698
6716,3001,271,Too small Dresses!,1,2025-11-06 05:14:25.279698
6717,4884,130,Okay Womens Sneakers.,3,2026-01-01 05:14:25.279698
6718,3424,195,Love this Womens Sneakers!,5,2025-11-25 05:14:25.279698
6719,2401,61,Love this Shirts!,5,2025-11-20 05:14:25.279698
6720,387,73,Too small Pants!,2,2025-12-25 05:14:25.279698
6721,4988,431,Amazing Shirts!,5,2025-11-29 05:14:25.279698
6722,827,106,Poor quality Womens Sneakers!,1,2025-11-03 05:14:25.279698
6723,89,170,Poor quality Pants!,1,2025-11-03 05:14:25.279698
6724,2637,497,Satisfactory Mens Jackets.,3,2025-12-07 05:14:25.279698
6725,1180,161,Great Accessories!,5,2025-12-16 05:14:25.279698
6726,4742,421,Very good Shoes!,4,2025-11-11 05:14:25.279698
6727,3081,238,Disappointed Womens Sneakers!,2,2025-12-30 05:14:25.279698
6728,4190,8,Very good Womens Sneakers!,5,2025-12-24 05:14:25.279698
6729,1156,183,Average Dresses.,3,2025-11-15 05:14:25.279698
6730,1870,200,Amazing Womens Sneakers!,5,2025-12-19 05:14:25.279698
6731,4507,6,Great Shoes!,5,2025-12-04 05:14:25.279698
6732,3816,28,Disappointed Mens Jackets!,1,2025-12-26 05:14:25.279698
6733,3194,115,Okay Shirts.,3,2025-12-27 05:14:25.279698
6734,3925,214,Very good Pants!,5,2026-01-01 05:14:25.279698
6735,3255,337,Not good Dresses!,1,2025-11-18 05:14:25.279698
6736,894,352,Excellent Dresses!,4,2025-11-03 05:14:25.279698
6737,3296,291,Amazing Womens Sneakers!,5,2025-12-09 05:14:25.279698
6738,3943,46,Bad Pants!,1,2025-11-12 05:14:25.279698
6739,2838,83,Amazing Accessories!,4,2025-11-03 05:14:25.279698
6740,2294,424,Too small Pants!,1,2025-12-28 05:14:25.279698
6741,3954,373,Great Womens Sneakers!,4,2025-12-30 05:14:25.279698
6742,398,206,Not good Dresses!,1,2025-11-03 05:14:25.279698
6743,4697,41,Great Mens Jackets!,4,2025-11-10 05:14:25.279698
6744,3944,383,Satisfactory Mens Jackets.,3,2025-11-20 05:14:25.279698
6745,4454,199,Okay Mens Jackets.,3,2026-01-01 05:14:25.279698
6746,1936,14,Great Mens Jackets!,5,2025-12-18 05:14:25.279698
6747,4049,42,Amazing Accessories!,5,2025-12-06 05:14:25.279698
6748,1713,310,Excellent Accessories!,4,2025-12-20 05:14:25.279698
6749,1846,285,Poor quality Pants!,1,2025-11-15 05:14:25.279698
6750,2045,365,Great Dresses!,4,2025-12-07 05:14:25.279698
6751,3298,89,Disappointed Mens Jackets!,1,2025-12-23 05:14:25.279698
6752,3153,17,Amazing Mens Jackets!,4,2025-12-29 05:14:25.279698
6753,623,161,Bad Accessories!,2,2025-12-03 05:14:25.279698
6754,3437,380,Average Womens Sneakers.,3,2025-12-22 05:14:25.279698
6755,353,494,Love this Mens Jackets!,4,2025-12-12 05:14:25.279698
6756,3155,192,Very good Shoes!,5,2025-11-23 05:14:25.279698
6757,2698,54,Okay Shoes.,3,2025-12-15 05:14:25.279698
6758,4404,10,Bad Mens Jackets!,1,2025-12-18 05:14:25.279698
6759,1280,320,Average Mens Jackets.,3,2025-11-23 05:14:25.279698
6760,415,140,Too small Accessories!,2,2025-11-26 05:14:25.279698
6761,990,65,Very good Pants!,5,2025-12-11 05:14:25.279698
6762,4110,158,Not good Dresses!,2,2025-12-13 05:14:25.279698
6763,4089,15,Love this Dresses!,5,2025-12-21 05:14:25.279698
6764,4974,24,Excellent Dresses!,4,2025-11-20 05:14:25.279698
6765,224,78,Satisfactory Accessories.,3,2025-11-15 05:14:25.279698
6766,1214,312,Satisfactory Dresses.,3,2025-12-03 05:14:25.279698
6767,632,468,Great Shirts!,5,2025-11-16 05:14:25.279698
6768,3592,11,Okay Dresses.,3,2025-12-12 05:14:25.279698
6769,4673,53,Not good Shirts!,2,2025-11-04 05:14:25.279698
6770,4543,407,Satisfactory Accessories.,3,2025-12-26 05:14:25.279698
6771,2970,118,Average Shoes.,3,2025-11-27 05:14:25.279698
6772,881,106,Too small Dresses!,1,2025-12-25 05:14:25.279698
6773,3401,203,Love this Shoes!,4,2025-12-31 05:14:25.279698
6774,77,150,Love this Dresses!,5,2025-11-03 05:14:25.279698
6775,1225,270,Great Accessories!,5,2025-12-07 05:14:25.279698
6776,4048,103,Satisfactory Dresses.,3,2025-12-21 05:14:25.279698
6777,580,488,Satisfactory Mens Jackets.,3,2025-12-17 05:14:25.279698
6778,3693,490,Great Mens Jackets!,4,2025-12-25 05:14:25.279698
6779,2862,266,Okay Womens Sneakers.,3,2025-12-02 05:14:25.279698
6780,1481,24,Okay Accessories.,3,2025-12-24 05:14:25.279698
6781,3757,396,Great Mens Jackets!,4,2025-11-22 05:14:25.279698
6782,593,178,Great Accessories!,4,2025-12-06 05:14:25.279698
6783,3440,463,Poor quality Pants!,1,2025-12-04 05:14:25.279698
6784,3422,142,Satisfactory Dresses.,3,2025-11-17 05:14:25.279698
6785,641,382,Poor quality Mens Jackets!,2,2025-11-26 05:14:25.279698
6786,1543,220,Very good Shirts!,5,2025-12-24 05:14:25.279698
6787,4405,46,Satisfactory Womens Sneakers.,3,2025-12-08 05:14:25.279698
6788,2780,138,Okay Mens Jackets.,3,2025-11-12 05:14:25.279698
6789,2824,327,Too small Dresses!,1,2025-11-04 05:14:25.279698
6790,2980,367,Average Pants.,3,2025-12-11 05:14:25.279698
6791,2358,404,Poor quality Shirts!,1,2025-11-12 05:14:25.279698
6792,132,68,Satisfactory Dresses.,3,2025-11-11 05:14:25.279698
6793,2684,177,Amazing Pants!,4,2025-11-17 05:14:25.279698
6794,1066,322,Very good Dresses!,4,2025-11-15 05:14:25.279698
6795,2020,358,Disappointed Shirts!,2,2025-11-20 05:14:25.279698
6796,1412,333,Average Shoes.,3,2025-12-14 05:14:25.279698
6797,1843,261,Bad Womens Sneakers!,1,2025-12-26 05:14:25.279698
6798,2748,125,Too small Shoes!,2,2025-12-28 05:14:25.279698
6799,2777,214,Love this Womens Sneakers!,5,2025-12-09 05:14:25.279698
6800,1934,439,Excellent Accessories!,4,2025-12-01 05:14:25.279698
6801,2125,220,Too small Womens Sneakers!,1,2025-11-14 05:14:25.279698
6802,3711,408,Amazing Shirts!,5,2025-12-07 05:14:25.279698
6803,1279,164,Too small Shirts!,1,2025-12-21 05:14:25.279698
6804,2713,7,Amazing Accessories!,5,2025-12-30 05:14:25.279698
6805,1496,500,Disappointed Dresses!,2,2025-11-10 05:14:25.279698
6806,4275,264,Excellent Mens Jackets!,5,2025-12-15 05:14:25.279698
6807,22,17,Great Accessories!,4,2025-12-07 05:14:25.279698
6808,3707,263,Okay Shoes.,3,2025-11-26 05:14:25.279698
6809,1214,410,Great Accessories!,5,2025-12-06 05:14:25.279698
6810,2955,184,Love this Womens Sneakers!,4,2026-01-01 05:14:25.279698
6811,4223,404,Amazing Womens Sneakers!,5,2025-12-02 05:14:25.279698
6812,4726,43,Poor quality Dresses!,2,2025-11-12 05:14:25.279698
6813,4739,490,Not good Accessories!,1,2025-11-17 05:14:25.279698
6814,2807,206,Amazing Womens Sneakers!,5,2025-11-10 05:14:25.279698
6815,1614,47,Excellent Pants!,5,2025-11-20 05:14:25.279698
6816,4822,338,Disappointed Accessories!,1,2025-12-04 05:14:25.279698
6817,2635,194,Love this Dresses!,5,2025-12-30 05:14:25.279698
6818,863,376,Very good Dresses!,4,2025-12-20 05:14:25.279698
6819,4113,438,Poor quality Shoes!,1,2025-11-08 05:14:25.279698
6820,3471,263,Okay Womens Sneakers.,3,2025-11-21 05:14:25.279698
6821,4706,125,Excellent Mens Jackets!,4,2025-11-04 05:14:25.279698
6822,2849,461,Satisfactory Dresses.,3,2025-12-23 05:14:25.279698
6823,3238,294,Very good Mens Jackets!,5,2025-12-06 05:14:25.279698
6824,4771,490,Disappointed Shoes!,1,2025-11-24 05:14:25.279698
6825,1357,187,Love this Mens Jackets!,4,2025-12-12 05:14:25.279698
6826,2221,288,Excellent Dresses!,4,2025-11-21 05:14:25.279698
6827,3081,15,Very good Mens Jackets!,4,2025-11-12 05:14:25.279698
6828,3550,364,Very good Shirts!,4,2025-12-04 05:14:25.279698
6829,3305,396,Great Womens Sneakers!,4,2025-12-30 05:14:25.279698
6830,998,241,Excellent Shirts!,4,2025-12-28 05:14:25.279698
6831,1179,176,Excellent Shoes!,5,2025-11-08 05:14:25.279698
6832,3493,203,Excellent Dresses!,5,2025-12-05 05:14:25.279698
6833,970,109,Okay Womens Sneakers.,3,2025-12-17 05:14:25.279698
6834,2050,358,Great Dresses!,4,2025-11-12 05:14:25.279698
6835,463,183,Not good Dresses!,1,2025-11-07 05:14:25.279698
6836,2006,114,Bad Mens Jackets!,2,2025-12-20 05:14:25.279698
6837,2572,132,Very good Accessories!,5,2025-11-21 05:14:25.279698
6838,3710,134,Amazing Mens Jackets!,4,2025-11-17 05:14:25.279698
6839,952,458,Very good Dresses!,5,2025-12-12 05:14:25.279698
6840,3290,95,Love this Mens Jackets!,5,2025-11-26 05:14:25.279698
6841,2363,78,Not good Womens Sneakers!,1,2025-11-09 05:14:25.279698
6842,3604,50,Great Shirts!,5,2025-12-11 05:14:25.279698
6843,1450,295,Satisfactory Mens Jackets.,3,2025-12-15 05:14:25.279698
6844,3188,178,Excellent Womens Sneakers!,5,2025-11-25 05:14:25.279698
6845,4534,490,Okay Shirts.,3,2026-01-01 05:14:25.279698
6846,1459,123,Love this Mens Jackets!,5,2025-12-08 05:14:25.279698
6847,82,3,Great Shoes!,4,2025-12-03 05:14:25.279698
6848,4819,119,Too small Pants!,2,2025-12-06 05:14:25.279698
6849,1197,342,Excellent Dresses!,4,2025-12-03 05:14:25.279698
6850,4614,268,Okay Shoes.,3,2025-11-23 05:14:25.279698
6851,1490,275,Okay Womens Sneakers.,3,2025-12-31 05:14:25.279698
6852,2689,460,Satisfactory Pants.,3,2025-12-10 05:14:25.279698
6853,761,158,Disappointed Shirts!,2,2025-12-12 05:14:25.279698
6854,3607,134,Excellent Accessories!,4,2025-11-03 05:14:25.279698
6855,2489,116,Amazing Shoes!,4,2025-11-22 05:14:25.279698
6856,3985,306,Excellent Womens Sneakers!,5,2025-12-25 05:14:25.279698
6857,1492,108,Disappointed Accessories!,2,2025-12-13 05:14:25.279698
6858,348,50,Love this Shoes!,5,2025-11-06 05:14:25.279698
6859,1511,335,Amazing Womens Sneakers!,5,2025-12-02 05:14:25.279698
6860,276,171,Love this Accessories!,5,2025-11-26 05:14:25.279698
6861,4880,403,Very good Mens Jackets!,5,2025-11-20 05:14:25.279698
6862,3432,138,Excellent Mens Jackets!,4,2025-12-07 05:14:25.279698
6863,58,22,Not good Accessories!,2,2025-12-17 05:14:25.279698
6864,4927,400,Amazing Pants!,4,2025-12-31 05:14:25.279698
6865,1855,383,Disappointed Shoes!,1,2025-11-03 05:14:25.279698
6866,4692,397,Not good Shirts!,1,2025-11-29 05:14:25.279698
6867,2481,104,Bad Womens Sneakers!,2,2025-12-01 05:14:25.279698
6868,358,119,Amazing Shoes!,4,2025-11-13 05:14:25.279698
6869,936,357,Poor quality Pants!,2,2025-11-15 05:14:25.279698
6870,960,488,Too small Mens Jackets!,1,2025-12-27 05:14:25.279698
6871,1918,18,Average Shirts.,3,2025-11-20 05:14:25.279698
6872,3582,70,Excellent Shirts!,4,2025-12-29 05:14:25.279698
6873,3619,185,Too small Womens Sneakers!,2,2025-12-25 05:14:25.279698
6874,4168,393,Love this Womens Sneakers!,5,2025-12-07 05:14:25.279698
6875,3654,195,Amazing Mens Jackets!,5,2025-11-12 05:14:25.279698
6876,1430,443,Average Womens Sneakers.,3,2025-12-26 05:14:25.279698
6877,3451,437,Satisfactory Mens Jackets.,3,2025-12-04 05:14:25.279698
6878,2042,167,Very good Pants!,5,2025-12-21 05:14:25.279698
6879,2172,366,Very good Shirts!,4,2025-11-16 05:14:25.279698
6880,1954,41,Too small Womens Sneakers!,1,2025-11-07 05:14:25.279698
6881,240,18,Disappointed Womens Sneakers!,1,2025-12-23 05:14:25.279698
6882,41,453,Love this Dresses!,5,2025-12-06 05:14:25.279698
6883,4183,143,Amazing Mens Jackets!,4,2025-11-27 05:14:25.279698
6884,757,242,Amazing Womens Sneakers!,5,2025-12-11 05:14:25.279698
6885,711,339,Okay Womens Sneakers.,3,2025-12-07 05:14:25.279698
6886,344,224,Bad Dresses!,1,2025-11-21 05:14:25.279698
6887,3946,156,Bad Womens Sneakers!,1,2025-11-17 05:14:25.279698
6888,3622,100,Amazing Pants!,5,2025-11-12 05:14:25.279698
6889,4720,44,Excellent Shoes!,5,2025-12-09 05:14:25.279698
6890,4755,150,Very good Shoes!,4,2025-12-15 05:14:25.279698
6891,4279,322,Bad Mens Jackets!,2,2025-12-20 05:14:25.279698
6892,2769,105,Bad Womens Sneakers!,1,2025-11-15 05:14:25.279698
6893,4057,79,Excellent Womens Sneakers!,5,2025-11-15 05:14:25.279698
6894,4560,376,Average Mens Jackets.,3,2025-11-08 05:14:25.279698
6895,3104,420,Satisfactory Mens Jackets.,3,2025-11-29 05:14:25.279698
6896,3428,313,Very good Shirts!,5,2025-11-25 05:14:25.279698
6897,1049,270,Excellent Pants!,5,2025-12-25 05:14:25.279698
6898,2982,93,Not good Accessories!,2,2025-12-06 05:14:25.279698
6899,3709,479,Excellent Pants!,5,2025-11-07 05:14:25.279698
6900,2887,430,Bad Accessories!,2,2025-12-17 05:14:25.279698
6901,1991,435,Amazing Dresses!,5,2025-11-03 05:14:25.279698
6902,1677,123,Excellent Dresses!,4,2025-12-23 05:14:25.279698
6903,1557,333,Love this Pants!,4,2025-12-19 05:14:25.279698
6904,2683,430,Very good Shirts!,4,2025-12-31 05:14:25.279698
6905,851,116,Excellent Pants!,5,2025-11-21 05:14:25.279698
6906,3451,139,Okay Shirts.,3,2025-11-24 05:14:25.279698
6907,3770,296,Average Shirts.,3,2025-12-26 05:14:25.279698
6908,2271,92,Excellent Accessories!,5,2025-11-08 05:14:25.279698
6909,3857,318,Too small Pants!,2,2025-12-19 05:14:25.279698
6910,293,490,Very good Womens Sneakers!,4,2025-11-28 05:14:25.279698
6911,3526,376,Too small Shirts!,1,2025-11-24 05:14:25.279698
6912,4523,166,Amazing Shirts!,5,2025-11-06 05:14:25.279698
6913,4341,130,Bad Dresses!,1,2025-11-10 05:14:25.279698
6914,1889,487,Not good Accessories!,1,2025-11-14 05:14:25.279698
6915,1308,383,Disappointed Mens Jackets!,2,2025-12-28 05:14:25.279698
6916,4115,204,Okay Mens Jackets.,3,2025-11-15 05:14:25.279698
6917,120,354,Very good Dresses!,5,2025-11-11 05:14:25.279698
6918,946,185,Disappointed Accessories!,2,2025-11-23 05:14:25.279698
6919,3938,157,Too small Womens Sneakers!,2,2025-11-24 05:14:25.279698
6920,1408,69,Too small Shoes!,2,2025-12-04 05:14:25.279698
6921,801,390,Great Accessories!,5,2025-11-19 05:14:25.279698
6922,2938,256,Excellent Pants!,5,2025-12-22 05:14:25.279698
6923,3075,312,Very good Mens Jackets!,4,2025-12-07 05:14:25.279698
6924,3165,375,Amazing Dresses!,5,2025-11-26 05:14:25.279698
6925,890,119,Amazing Shirts!,5,2025-12-23 05:14:25.279698
6926,1235,71,Satisfactory Mens Jackets.,3,2025-11-14 05:14:25.279698
6927,2953,106,Excellent Womens Sneakers!,4,2025-11-08 05:14:25.279698
6928,647,109,Bad Shirts!,2,2025-12-08 05:14:25.279698
6929,3636,469,Not good Mens Jackets!,1,2025-11-09 05:14:25.279698
6930,2938,116,Bad Accessories!,2,2025-12-30 05:14:25.279698
6931,3699,468,Too small Shoes!,1,2025-12-07 05:14:25.279698
6932,821,221,Average Accessories.,3,2025-12-11 05:14:25.279698
6933,1627,460,Average Accessories.,3,2025-12-15 05:14:25.279698
6934,3643,158,Not good Mens Jackets!,2,2025-11-16 05:14:25.279698
6935,2446,311,Bad Shirts!,1,2025-12-30 05:14:25.279698
6936,977,229,Not good Pants!,1,2025-11-26 05:14:25.279698
6937,2082,458,Very good Shirts!,4,2025-12-23 05:14:25.279698
6938,4472,213,Amazing Shirts!,5,2025-11-30 05:14:25.279698
6939,304,98,Love this Shoes!,4,2025-11-28 05:14:25.279698
6940,4674,399,Great Mens Jackets!,5,2025-12-17 05:14:25.279698
6941,4411,295,Disappointed Womens Sneakers!,1,2025-11-17 05:14:25.279698
6942,3872,379,Disappointed Mens Jackets!,1,2025-12-01 05:14:25.279698
6943,1500,178,Too small Pants!,1,2025-12-30 05:14:25.279698
6944,2896,2,Satisfactory Accessories.,3,2025-12-15 05:14:25.279698
6945,2511,468,Very good Shirts!,4,2025-11-10 05:14:25.279698
6946,2086,24,Okay Mens Jackets.,3,2025-12-24 05:14:25.279698
6947,4927,113,Great Shirts!,4,2025-11-22 05:14:25.279698
6948,1802,499,Disappointed Pants!,1,2025-12-03 05:14:25.279698
6949,2372,472,Very good Accessories!,4,2025-12-19 05:14:25.279698
6950,3640,19,Great Shoes!,4,2025-11-08 05:14:25.279698
6951,3250,184,Disappointed Pants!,1,2025-12-07 05:14:25.279698
6952,3781,500,Excellent Dresses!,4,2025-11-21 05:14:25.279698
6953,3792,333,Okay Shirts.,3,2025-11-26 05:14:25.279698
6954,3092,395,Average Shirts.,3,2025-12-16 05:14:25.279698
6955,1991,225,Great Mens Jackets!,4,2025-11-17 05:14:25.279698
6956,2483,220,Amazing Shoes!,4,2025-11-05 05:14:25.279698
6957,1199,286,Satisfactory Dresses.,3,2025-12-15 05:14:25.279698
6958,4094,6,Satisfactory Accessories.,3,2025-11-07 05:14:25.279698
6959,4943,107,Disappointed Accessories!,2,2025-12-12 05:14:25.279698
6960,4516,417,Too small Shirts!,2,2025-12-31 05:14:25.279698
6961,304,402,Very good Shoes!,5,2025-11-25 05:14:25.279698
6962,973,254,Excellent Pants!,4,2025-12-05 05:14:25.279698
6963,1497,265,Too small Dresses!,1,2025-11-08 05:14:25.279698
6964,4059,101,Poor quality Shoes!,1,2025-12-27 05:14:25.279698
6965,2622,220,Not good Accessories!,1,2025-12-22 05:14:25.279698
6966,2,220,Love this Womens Sneakers!,5,2025-11-10 05:14:25.279698
6967,1541,279,Disappointed Shoes!,1,2025-12-11 05:14:25.279698
6968,2053,132,Amazing Mens Jackets!,4,2025-11-26 05:14:25.279698
6969,2772,468,Very good Shoes!,4,2025-11-28 05:14:25.279698
6970,697,51,Average Womens Sneakers.,3,2025-12-17 05:14:25.279698
6971,1507,316,Bad Womens Sneakers!,1,2025-11-04 05:14:25.279698
6972,4015,439,Amazing Accessories!,4,2025-11-20 05:14:25.279698
6973,3560,66,Not good Shoes!,2,2025-11-18 05:14:25.279698
6974,1522,350,Excellent Shoes!,5,2025-12-17 05:14:25.279698
6975,2713,259,Too small Pants!,2,2025-12-29 05:14:25.279698
6976,3078,70,Disappointed Accessories!,1,2025-11-27 05:14:25.279698
6977,4802,63,Satisfactory Shirts.,3,2025-12-09 05:14:25.279698
6978,2194,8,Excellent Mens Jackets!,5,2025-12-04 05:14:25.279698
6979,4410,213,Love this Pants!,5,2025-11-04 05:14:25.279698
6980,393,279,Poor quality Shirts!,1,2025-11-13 05:14:25.279698
6981,2010,486,Very good Accessories!,4,2025-12-06 05:14:25.279698
6982,846,66,Satisfactory Shirts.,3,2026-01-01 05:14:25.279698
6983,2765,253,Love this Pants!,4,2025-12-20 05:14:25.279698
6984,1970,391,Not good Womens Sneakers!,1,2025-12-15 05:14:25.279698
6985,1640,366,Average Shoes.,3,2025-12-28 05:14:25.279698
6986,3056,35,Excellent Womens Sneakers!,5,2025-12-01 05:14:25.279698
6987,2401,269,Too small Dresses!,1,2025-11-26 05:14:25.279698
6988,2410,23,Poor quality Shirts!,1,2025-11-22 05:14:25.279698
6989,845,487,Disappointed Shoes!,1,2025-12-15 05:14:25.279698
6990,3825,226,Satisfactory Dresses.,3,2025-12-06 05:14:25.279698
6991,408,22,Okay Mens Jackets.,3,2025-11-09 05:14:25.279698
6992,2342,122,Too small Womens Sneakers!,1,2025-12-31 05:14:25.279698
6993,4868,497,Too small Shirts!,2,2025-12-31 05:14:25.279698
6994,1132,49,Amazing Pants!,4,2025-11-13 05:14:25.279698
6995,4270,454,Very good Mens Jackets!,4,2025-11-24 05:14:25.279698
6996,339,22,Poor quality Shirts!,1,2025-12-30 05:14:25.279698
6997,2380,145,Great Womens Sneakers!,4,2025-11-04 05:14:25.279698
6998,978,361,Poor quality Shirts!,1,2026-01-01 05:14:25.279698
6999,819,31,Bad Accessories!,1,2025-12-25 05:14:25.279698
7000,1933,120,Disappointed Shirts!,1,2025-11-10 05:14:25.279698
7001,791,312,Love this Mens Jackets!,4,2025-11-28 05:14:25.279698
7002,4957,489,Disappointed Womens Sneakers!,2,2025-11-07 05:14:25.279698
7003,2101,169,Too small Mens Jackets!,1,2025-11-08 05:14:25.279698
7004,1475,426,Excellent Shirts!,4,2025-12-26 05:14:25.279698
7005,3496,499,Very good Shirts!,5,2025-12-29 05:14:25.279698
7006,2667,288,Amazing Dresses!,4,2025-12-11 05:14:25.279698
7007,3987,299,Bad Accessories!,2,2025-12-07 05:14:25.279698
7008,349,67,Amazing Dresses!,4,2025-11-22 05:14:25.279698
7009,3387,413,Great Shirts!,4,2025-11-05 05:14:25.279698
7010,503,346,Love this Shoes!,4,2025-11-24 05:14:25.279698
7011,3,456,Not good Shoes!,1,2025-12-20 05:14:25.279698
7012,1450,374,Disappointed Shirts!,1,2025-11-03 05:14:25.279698
7013,294,11,Disappointed Pants!,2,2025-12-01 05:14:25.279698
7014,2505,31,Amazing Mens Jackets!,5,2025-11-20 05:14:25.279698
7015,3028,60,Disappointed Shirts!,2,2025-11-24 05:14:25.279698
7016,946,331,Disappointed Dresses!,2,2025-11-08 05:14:25.279698
7017,1716,453,Average Accessories.,3,2025-12-09 05:14:25.279698
7018,1808,101,Excellent Dresses!,4,2025-11-19 05:14:25.279698
7019,1086,166,Great Shoes!,5,2025-12-18 05:14:25.279698
7020,2039,268,Bad Mens Jackets!,1,2025-11-12 05:14:25.279698
7021,712,225,Great Shirts!,5,2025-12-11 05:14:25.279698
7022,2396,153,Excellent Mens Jackets!,5,2025-12-02 05:14:25.279698
7023,2544,48,Very good Shirts!,4,2025-12-23 05:14:25.279698
7024,1398,394,Great Pants!,5,2025-12-03 05:14:25.279698
7025,1286,268,Very good Shirts!,4,2025-12-10 05:14:25.279698
7026,4240,132,Bad Shirts!,1,2025-11-20 05:14:25.279698
7027,708,81,Poor quality Shoes!,1,2025-11-08 05:14:25.279698
7028,2109,398,Love this Womens Sneakers!,4,2025-11-22 05:14:25.279698
7029,2948,142,Excellent Dresses!,5,2025-12-04 05:14:25.279698
7030,3240,304,Great Accessories!,4,2025-12-16 05:14:25.279698
7031,3295,480,Okay Mens Jackets.,3,2025-11-24 05:14:25.279698
7032,4126,496,Amazing Mens Jackets!,4,2025-12-31 05:14:25.279698
7033,3727,237,Great Accessories!,4,2025-12-21 05:14:25.279698
7034,3020,43,Okay Shoes.,3,2025-12-08 05:14:25.279698
7035,2091,108,Average Pants.,3,2025-12-03 05:14:25.279698
7036,4220,47,Satisfactory Dresses.,3,2025-12-10 05:14:25.279698
7037,2649,239,Very good Shirts!,4,2025-11-11 05:14:25.279698
7038,1167,93,Okay Mens Jackets.,3,2025-11-14 05:14:25.279698
7039,4003,281,Too small Accessories!,1,2025-11-21 05:14:25.279698
7040,508,397,Great Womens Sneakers!,5,2025-12-03 05:14:25.279698
7041,2368,440,Excellent Womens Sneakers!,5,2025-12-16 05:14:25.279698
7042,2502,44,Poor quality Shirts!,2,2025-12-21 05:14:25.279698
7043,4214,140,Too small Dresses!,2,2025-12-21 05:14:25.279698
7044,4953,43,Average Shirts.,3,2025-11-22 05:14:25.279698
7045,2939,460,Satisfactory Womens Sneakers.,3,2025-11-26 05:14:25.279698
7046,4821,347,Amazing Pants!,4,2025-12-11 05:14:25.279698
7047,4517,444,Not good Pants!,1,2025-11-11 05:14:25.279698
7048,213,491,Bad Mens Jackets!,1,2025-11-16 05:14:25.279698
7049,174,421,Satisfactory Dresses.,3,2025-12-15 05:14:25.279698
7050,4601,45,Too small Dresses!,1,2025-11-07 05:14:25.279698
7051,1769,274,Love this Shirts!,5,2025-11-11 05:14:25.279698
7052,188,290,Great Shoes!,4,2025-12-30 05:14:25.279698
7053,1906,474,Too small Shoes!,2,2025-11-10 05:14:25.279698
7054,2432,139,Poor quality Dresses!,1,2025-12-30 05:14:25.279698
7055,4749,358,Disappointed Shoes!,1,2025-12-30 05:14:25.279698
7056,1260,407,Bad Accessories!,2,2025-11-17 05:14:25.279698
7057,3111,111,Amazing Shoes!,5,2025-12-16 05:14:25.279698
7058,3786,23,Not good Pants!,1,2025-11-20 05:14:25.279698
7059,1617,275,Disappointed Shoes!,1,2025-12-05 05:14:25.279698
7060,1227,422,Average Shoes.,3,2025-11-27 05:14:25.279698
7061,689,411,Satisfactory Pants.,3,2025-11-14 05:14:25.279698
7062,4072,444,Great Womens Sneakers!,5,2025-12-21 05:14:25.279698
7063,1436,169,Great Pants!,4,2025-12-05 05:14:25.279698
7064,4350,171,Satisfactory Dresses.,3,2025-11-19 05:14:25.279698
7065,1019,154,Bad Shirts!,2,2025-11-14 05:14:25.279698
7066,3799,429,Bad Shirts!,2,2025-11-21 05:14:25.279698
7067,1662,319,Excellent Shoes!,4,2025-11-14 05:14:25.279698
7068,4858,73,Okay Shoes.,3,2025-12-09 05:14:25.279698
7069,4787,228,Amazing Womens Sneakers!,5,2025-11-07 05:14:25.279698
7070,2057,131,Not good Shirts!,2,2025-11-18 05:14:25.279698
7071,93,152,Too small Mens Jackets!,1,2025-12-28 05:14:25.279698
7072,808,156,Disappointed Mens Jackets!,2,2025-12-10 05:14:25.279698
7073,641,237,Average Shirts.,3,2025-11-17 05:14:25.279698
7074,4885,1,Okay Accessories.,3,2025-11-11 05:14:25.279698
7075,4054,297,Poor quality Pants!,2,2025-12-08 05:14:25.279698
7076,1086,341,Love this Shirts!,5,2025-11-19 05:14:25.279698
7077,1408,143,Great Accessories!,5,2025-12-16 05:14:25.279698
7078,613,471,Average Pants.,3,2026-01-01 05:14:25.279698
7079,2911,337,Bad Dresses!,2,2025-12-25 05:14:25.279698
7080,4180,101,Okay Mens Jackets.,3,2025-11-18 05:14:25.279698
7081,2037,232,Not good Shirts!,1,2025-11-17 05:14:25.279698
7082,1101,292,Great Shirts!,4,2025-11-06 05:14:25.279698
7083,341,325,Very good Womens Sneakers!,4,2025-11-30 05:14:25.279698
7084,550,230,Satisfactory Womens Sneakers.,3,2025-12-17 05:14:25.279698
7085,2645,202,Not good Mens Jackets!,1,2025-12-05 05:14:25.279698
7086,3804,366,Bad Accessories!,2,2025-12-24 05:14:25.279698
7087,3717,128,Too small Shoes!,1,2026-01-01 05:14:25.279698
7088,1041,56,Satisfactory Mens Jackets.,3,2025-11-10 05:14:25.279698
7089,2422,291,Disappointed Shoes!,2,2025-12-16 05:14:25.279698
7090,2967,318,Average Pants.,3,2025-11-09 05:14:25.279698
7091,2259,427,Poor quality Pants!,1,2025-12-07 05:14:25.279698
7092,3300,133,Disappointed Womens Sneakers!,2,2025-12-14 05:14:25.279698
7093,818,438,Love this Womens Sneakers!,5,2025-11-22 05:14:25.279698
7094,488,264,Poor quality Shoes!,2,2025-11-18 05:14:25.279698
7095,1123,51,Excellent Mens Jackets!,4,2025-11-14 05:14:25.279698
