ReviewID,CustomerID,ProductID,ReviewText,Rating
6062,3543,326,Satisfactory Dresses.,3
6063,27,323,Poor quality Pants!,1
6064,2616,232,Love this Pants!,4
6065,2116,42,Disappointed Shirts!,2
6066,3586,236,Very good Mens Jackets!,4
6067,1485,136,Not good Shoes!,2
6068,833,416,Okay Shirts.,3
6069,1132,277,Satisfactory Mens Jackets.,3
6070,3789,469,Not good Accessories!,2
6071,4042,125,Very good Pants!,4
6072,715,237,Satisfactory Shoes.,3
6073,819,468,Too small Shoes!,2
6074,861,150,Average Shoes.,3
6075,3678,341,Disappointed Womens Sneakers!,1
6076,1609,233,Amazing Mens Jackets!,4
6077,1025,88,Average Mens Jackets.,3
6078,703,21,Okay Mens Jackets.,3
6079,2160,433,Not good Pants!,1
6080,2119,453,Too small Womens Sneakers!,1
6081,1467,404,Satisfactory Mens Jackets.,3
6082,2858,189,Excellent Dresses!,4
6083,3168,495,Disappointed Shoes!,1
6084,748,338,Not good Accessories!,1
6085,1633,55,Too small Pants!,1
6086,479,209,Bad Dresses!,2
6087,2429,203,Love this Shirts!,5
6088,1604,42,Too small Womens Sneakers!,2
6089,1612,253,Average Accessories.,3
6090,2884,353,Amazing Shoes!,4
6091,2390,422,Amazing Shoes!,4
6092,3511,154,Great Shirts!,5
6093,3616,145,Too small Shirts!,2
6094,1925,56,Great Mens Jackets!,4
6095,4520,110,Average Mens Jackets.,3
6096,4889,371,Excellent Shoes!,4
6097,3296,36,Poor quality Dresses!,2
6098,1161,226,Disappointed Shoes!,1
6099,3196,217,Not good Shoes!,2
6100,4088,346,Okay Accessories.,3
6101,2074,374,Very good Womens Sneakers!,5
6102,4287,430,Excellent Dresses!,5
6103,1465,379,Great Pants!,5
6104,2116,272,Love this Shirts!,5
6105,2145,248,Amazing Dresses!,5
6106,2702,483,Excellent Pants!,4
6107,4849,137,Okay Dresses.,3
6108,4748,103,Too small Accessories!,1
6109,4608,255,Disappointed Accessories!,1
6110,1574,291,Amazing Pants!,4
6111,3033,41,Very good Mens Jackets!,4
6112,3589,469,Not good Womens Sneakers!,2
6113,3059,320,Disappointed Shoes!,2
6114,4856,177,Satisfactory Shoes.,3
6115,788,159,Disappointed Pants!,1
6116,3081,98,Satisfactory Mens Jackets.,3
6117,2717,344,Great Shoes!,4
6118,602,146,Very good Pants!,4
6119,2067,493,Very good Dresses!,4
6120,929,455,Disappointed Mens Jackets!,2
6121,2873,140,Too small Accessories!,2
6122,4904,429,Average Accessories.,3
6123,118,320,Very good Dresses!,5
6124,3477,492,Average Accessories.,3
6125,1503,373,Bad Shirts!,1
6126,3608,161,Not good Dresses!,1
6127,2095,308,Great Pants!,5
6128,156,424,Excellent Accessories!,4
6129,4047,402,Bad Womens Sneakers!,1
6130,3294,357,Average Shoes.,3
6131,2995,402,Too small Shoes!,2
6132,3771,178,Bad Shoes!,1
6133,1765,165,Satisfactory Dresses.,3
6134,2435,442,Average Pants.,3
6135,3110,191,Okay Shirts.,3
6136,4478,296,Great Accessories!,5
6137,1319,240,Satisfactory Accessories.,3
6138,3756,426,Amazing Womens Sneakers!,5
6139,949,411,Great Womens Sneakers!,4
6140,1632,277,Great Pants!,5
6141,4601,340,Satisfactory Mens Jackets.,3
6142,195,241,Amazing Pants!,5
6143,4209,266,Too small Mens Jackets!,2
6144,1663,159,Great Accessories!,4
6145,4371,478,Poor quality Pants!,2
6146,1547,223,Great Mens Jackets!,5
6147,1029,117,Bad Dresses!,1
6148,2906,135,Poor quality Womens Sneakers!,1
6149,1640,334,Love this Mens Jackets!,4
6150,4037,411,Too small Pants!,2
6151,914,363,Not good Shirts!,1
6152,4672,199,Very good Womens Sneakers!,5
6153,4577,47,Poor quality Womens Sneakers!,1
6154,1571,328,Love this Mens Jackets!,4
6155,741,34,Disappointed Accessories!,1
6156,4805,409,Very good Dresses!,4
6157,2639,484,Too small Womens Sneakers!,2
6158,22,395,Very good Shoes!,4
6159,2976,464,Bad Shoes!,2
6160,839,263,Poor quality Shoes!,1
6161,765,200,Very good Dresses!,4
6162,2037,42,Very good Dresses!,4
6163,2385,57,Love this Mens Jackets!,5
6164,4730,484,Love this Mens Jackets!,4
6165,834,415,Bad Accessories!,1
6166,520,71,Too small Womens Sneakers!,1
6167,636,484,Love this Shirts!,5
6168,1865,331,Excellent Shirts!,5
6169,1643,433,Very good Dresses!,4
6170,1071,140,Love this Shoes!,5
6171,2612,270,Too small Womens Sneakers!,1
6172,2817,477,Very good Accessories!,4
6173,1689,429,Satisfactory Pants.,3
6174,977,234,Poor quality Dresses!,1
6175,719,314,Excellent Womens Sneakers!,5
6176,2741,249,Bad Dresses!,2
6177,842,343,Okay Pants.,3
6178,1456,423,Excellent Womens Sneakers!,4
6179,2818,11,Very good Shoes!,4
6180,2269,233,Love this Accessories!,4
6181,1068,178,Satisfactory Shoes.,3
6182,198,449,Excellent Shoes!,5
6183,4335,461,Too small Accessories!,2
6184,2933,135,Love this Shirts!,5
6185,3020,399,Too small Shirts!,2
6186,3374,233,Bad Shoes!,1
6187,1013,479,Disappointed Pants!,1
6188,478,360,Bad Womens Sneakers!,2
6189,86,143,Excellent Pants!,5
6190,163,29,Disappointed Mens Jackets!,1
6191,1930,279,Satisfactory Accessories.,3
6192,4360,133,Average Mens Jackets.,3
6193,2209,218,Love this Womens Sneakers!,5
6194,3632,166,Satisfactory Womens Sneakers.,3
6195,739,145,Satisfactory Womens Sneakers.,3
6196,4313,168,Bad Shirts!,2
6197,4489,9,Average Shoes.,3
6198,2871,487,Love this Mens Jackets!,5
6199,28,276,Love this Shirts!,4
6200,1031,363,Average Dresses.,3
6201,836,378,Excellent Womens Sneakers!,5
6202,1495,261,Very good Pants!,5
6203,3614,435,Okay Womens Sneakers.,3
6204,4250,147,Not good Mens Jackets!,1
6205,766,384,Too small Shoes!,1
6206,1782,294,Not good Pants!,2
6207,294,2,Too small Accessories!,2
6208,2236,134,Great Shirts!,4
6209,4671,400,Very good Pants!,5
6210,4225,255,Average Shirts.,3
6211,2706,420,Amazing Shirts!,5
6212,819,300,Satisfactory Shirts.,3
6213,1181,173,Great Pants!,4
6214,2134,154,Love this Pants!,4
6215,536,39,Bad Womens Sneakers!,2
6216,3842,92,Love this Womens Sneakers!,4
6217,2488,169,Disappointed Dresses!,1
6218,1316,249,Disappointed Womens Sneakers!,1
6219,4763,416,Excellent Shirts!,4
6220,4191,322,Great Shirts!,4
6221,2191,227,Not good Dresses!,1
6222,2986,80,Disappointed Pants!,2
6223,2608,434,Too small Accessories!,2
6224,111,180,Bad Shirts!,2
6225,3706,132,Not good Dresses!,2
6226,2305,490,Average Pants.,3
6227,1759,140,Great Accessories!,4
6228,2967,399,Poor quality Mens Jackets!,1
6229,262,496,Amazing Pants!,4
6230,1163,258,Very good Pants!,5
6231,201,46,Disappointed Shirts!,2
6232,2104,113,Okay Mens Jackets.,3
6233,4191,95,Amazing Pants!,4
6234,1191,186,Great Pants!,4
6235,487,464,Not good Shirts!,2
6236,2555,245,Too small Shirts!,2
6237,3696,43,Great Accessories!,5
6238,4093,362,Great Dresses!,5
6239,4601,125,Poor quality Accessories!,2
6240,1296,392,Bad Shirts!,2
6241,4144,310,Disappointed Mens Jackets!,2
6242,1371,305,Not good Mens Jackets!,1
6243,509,219,Excellent Mens Jackets!,5
6244,829,107,Satisfactory Shirts.,3
6245,550,67,Poor quality Mens Jackets!,2
6246,2454,338,Not good Pants!,2
6247,2351,266,Love this Dresses!,4
6248,2719,244,Amazing Shoes!,4
6249,1742,223,Average Womens Sneakers.,3
6250,1771,435,Okay Dresses.,3
6251,3560,212,Love this Mens Jackets!,4
6252,375,100,Poor quality Womens Sneakers!,1
6253,834,84,Very good Mens Jackets!,5
6254,923,342,Bad Womens Sneakers!,2
6255,3529,357,Excellent Pants!,5
6256,4245,235,Not good Shirts!,2
6257,1961,360,Very good Mens Jackets!,5
6258,1707,434,Satisfactory Dresses.,3
6259,2092,347,Too small Shoes!,2
6260,1913,38,Amazing Shirts!,4
6261,2954,161,Amazing Shirts!,4
6262,4308,145,Bad Mens Jackets!,1
6263,3678,358,Disappointed Dresses!,1
6264,1017,376,Average Womens Sneakers.,3
6265,679,423,Amazing Shoes!,4
6266,3205,103,Too small Shirts!,1
6267,4962,468,Satisfactory Shoes.,3
6268,633,382,Very good Accessories!,4
6269,3882,5,Too small Womens Sneakers!,1
6270,4189,77,Not good Mens Jackets!,1
6271,4090,363,Satisfactory Shirts.,3
6272,1417,219,Great Pants!,4
6273,1195,61,Disappointed Womens Sneakers!,1
6274,801,449,Very good Shirts!,4
6275,4833,322,Satisfactory Dresses.,3
6276,2113,69,Bad Pants!,1
6277,4428,198,Amazing Pants!,4
6278,814,349,Great Pants!,5
6279,3975,190,Satisfactory Accessories.,3
6280,4326,11,Very good Womens Sneakers!,4
6281,3719,136,Poor quality Dresses!,1
6282,3182,462,Average Shirts.,3
6283,3646,269,Not good Dresses!,1
6284,2935,418,Very good Shirts!,5
6285,4050,392,Disappointed Dresses!,2
6286,2815,407,Bad Dresses!,2
6287,3456,141,Poor quality Shoes!,2
6288,738,427,Amazing Shoes!,4
6289,1527,453,Love this Pants!,5
6290,4798,287,Love this Mens Jackets!,5
6291,4346,175,Satisfactory Womens Sneakers.,3
6292,2701,194,Bad Womens Sneakers!,2
6293,1671,348,Too small Mens Jackets!,1
6294,1781,195,Love this Pants!,5
6295,5,128,Not good Shirts!,1
6296,4043,284,Poor quality Shoes!,1
6297,4425,148,Okay Accessories.,3
6298,551,333,Excellent Pants!,4
6299,2639,158,Disappointed Accessories!,2
6300,352,189,Average Shirts.,3
6301,1096,430,Excellent Pants!,4
6302,4497,419,Love this Accessories!,5
6303,1136,109,Bad Shirts!,2
6304,2617,319,Disappointed Shoes!,1
6305,157,6,Love this Pants!,4
6306,1360,39,Very good Pants!,4
6307,4884,95,Satisfactory Pants.,3
6308,1001,314,Not good Womens Sneakers!,1
6309,2064,55,Excellent Pants!,4
6310,2079,78,Excellent Mens Jackets!,5
6311,2397,194,Too small Accessories!,1
6312,502,237,Great Pants!,4
6313,1306,421,Excellent Womens Sneakers!,5
6314,190,26,Great Mens Jackets!,5
6315,383,223,Amazing Shoes!,5
6316,4619,338,Disappointed Shirts!,1
6317,1773,232,Amazing Mens Jackets!,5
6318,3980,268,Very good Accessories!,4
6319,4131,260,Very good Womens Sneakers!,4
6320,2355,426,Not good Mens Jackets!,1
6321,1221,168,Not good Pants!,2
6322,77,160,Great Shoes!,5
6323,941,429,Excellent Shoes!,4
6324,3837,335,Bad Dresses!,2
6325,813,175,Not good Accessories!,2
6326,330,233,Amazing Dresses!,5
6327,2190,85,Disappointed Mens Jackets!,2
6328,2659,323,Too small Accessories!,1
6329,2869,117,Great Dresses!,4
6330,3759,79,Excellent Shoes!,4
6331,262,190,Okay Accessories.,3
6332,4885,167,Too small Shoes!,2
6333,2147,7,Very good Mens Jackets!,5
6334,4995,296,Not good Mens Jackets!,1
6335,3541,241,Excellent Accessories!,4
6336,1022,263,Amazing Dresses!,5
6337,2712,287,Amazing Mens Jackets!,5
6338,211,470,Bad Dresses!,2
6339,2042,234,Disappointed Accessories!,2
6340,2665,150,Not good Mens Jackets!,1
6341,2677,141,Love this Accessories!,4
6342,2451,304,Poor quality Womens Sneakers!,1
6343,4788,138,Love this Shirts!,5
6344,899,84,Excellent Womens Sneakers!,4
6345,1383,338,Poor quality Mens Jackets!,1
6346,2919,226,Poor quality Mens Jackets!,2
6347,4933,86,Okay Shoes.,3
6348,1981,372,Not good Womens Sneakers!,1
6349,1831,437,Poor quality Accessories!,1
6350,3776,158,Amazing Dresses!,4
6351,4334,482,Average Accessories.,3
6352,2595,78,Great Shirts!,5
6353,4844,439,Amazing Mens Jackets!,4
6354,3801,255,Poor quality Pants!,2
6355,3849,184,Poor quality Womens Sneakers!,2
6356,4407,153,Great Dresses!,5
6357,4510,110,Very good Mens Jackets!,4
6358,3228,238,Average Shoes.,3
6359,1936,19,Great Mens Jackets!,4
6360,2566,193,Disappointed Dresses!,2
6361,832,103,Okay Womens Sneakers.,3
6362,709,210,Poor quality Accessories!,1
6363,31,173,Amazing Mens Jackets!,4
6364,2615,341,Great Pants!,4
6365,533,234,Disappointed Accessories!,2
6366,2787,376,Not good Mens Jackets!,1
6367,4208,36,Very good Accessories!,5
6368,4736,39,Satisfactory Accessories.,3
6369,1023,201,Disappointed Dresses!,2
6370,4783,339,Poor quality Shirts!,2
6371,944,114,Poor quality Womens Sneakers!,2
6372,3110,34,Okay Mens Jackets.,3
6373,4218,183,Love this Womens Sneakers!,5
6374,962,50,Okay Dresses.,3
6375,1991,99,Excellent Mens Jackets!,5
6376,3776,278,Great Mens Jackets!,5
6377,1929,294,Not good Accessories!,2
6378,58,36,Excellent Pants!,4
6379,4418,177,Love this Accessories!,4
6380,433,390,Very good Dresses!,5
6381,62,201,Amazing Accessories!,4
6382,1514,437,Love this Shoes!,5
6383,2609,486,Poor quality Womens Sneakers!,2
6384,1580,120,Satisfactory Womens Sneakers.,3
6385,4389,469,Too small Womens Sneakers!,1
6386,4518,4,Great Dresses!,5
6387,3035,261,Bad Shoes!,1
6388,4650,243,Not good Pants!,1
6389,4705,166,Disappointed Pants!,2
6390,3776,147,Poor quality Womens Sneakers!,2
6391,4194,177,Very good Pants!,4
6392,4376,231,Bad Pants!,1
6393,4384,126,Excellent Shirts!,5
6394,1039,240,Okay Womens Sneakers.,3
6395,4074,179,Satisfactory Pants.,3
6396,2067,77,Disappointed Womens Sneakers!,1
6397,1326,415,Bad Womens Sneakers!,1
6398,1765,348,Very good Mens Jackets!,4
6399,906,307,Average Womens Sneakers.,3
6400,4487,55,Great Accessories!,5
6401,3017,255,Love this Shirts!,5
6402,48,111,Great Mens Jackets!,4
6403,1760,232,Okay Accessories.,3
6404,1294,406,Poor quality Shirts!,2
6405,4176,170,Not good Pants!,2
6406,550,172,Satisfactory Womens Sneakers.,3
6407,2822,310,Great Dresses!,4
6408,1819,497,Very good Accessories!,5
6409,4553,356,Love this Shirts!,4
6410,1006,124,Poor quality Pants!,1
6411,1919,27,Bad Dresses!,2
6412,1005,215,Bad Dresses!,1
6413,3054,36,Amazing Dresses!,4
6414,4335,356,Amazing Pants!,4
6415,514,494,Very good Womens Sneakers!,4
6416,67,424,Not good Mens Jackets!,1
6417,2947,258,Disappointed Mens Jackets!,1
6418,3232,111,Bad Mens Jackets!,2
6419,3503,485,Amazing Womens Sneakers!,5
6420,2251,404,Amazing Accessories!,5
6421,474,29,Average Shirts.,3
6422,1921,350,Love this Accessories!,5
6423,704,228,Disappointed Dresses!,1
6424,4372,40,Poor quality Dresses!,1
6425,2937,69,Not good Dresses!,2
6426,3401,233,Bad Mens Jackets!,2
6427,4943,320,Love this Pants!,4
6428,3492,257,Too small Shoes!,2
6429,1675,86,Great Dresses!,5
6430,2131,124,Not good Pants!,2
6431,3740,129,Amazing Pants!,5
6432,75,11,Too small Shirts!,2
6433,1233,49,Too small Dresses!,1
6434,1012,32,Great Pants!,4
6435,1900,223,Not good Womens Sneakers!,1
6436,3307,136,Too small Accessories!,1
6437,2015,189,Love this Mens Jackets!,5
6438,1006,486,Disappointed Pants!,1
6439,2056,495,Satisfactory Shirts.,3
6440,4833,488,Bad Mens Jackets!,1
6441,631,268,Too small Pants!,2
6442,3990,13,Okay Womens Sneakers.,3
6443,37,229,Poor quality Mens Jackets!,2
6444,1649,457,Love this Shirts!,4
6445,4553,374,Satisfactory Dresses.,3
6446,3152,245,Amazing Pants!,4
6447,3634,13,Very good Shoes!,4
6448,4883,498,Disappointed Shirts!,2
6449,2113,111,Disappointed Mens Jackets!,2
6450,1209,311,Disappointed Womens Sneakers!,2
6451,118,346,Very good Shirts!,4
6452,365,338,Amazing Shoes!,4
6453,2639,441,Excellent Dresses!,4
6454,4887,115,Average Accessories.,3
6455,4555,86,Love this Accessories!,4
6456,2799,476,Bad Accessories!,1
6457,2879,232,Very good Shirts!,5
6458,2521,152,Excellent Shoes!,5
6459,2851,158,Love this Womens Sneakers!,4
6460,1178,253,Excellent Dresses!,4
6461,4881,454,Disappointed Dresses!,1
6462,2523,316,Okay Shirts.,3
6463,605,336,Bad Shoes!,2
6464,2679,81,Great Pants!,5
6465,1377,322,Average Accessories.,3
6466,4879,289,Satisfactory Shirts.,3
6467,1223,223,Excellent Mens Jackets!,4
6468,1271,105,Great Accessories!,5
6469,2407,212,Too small Accessories!,1
6470,2002,32,Too small Shoes!,1
6471,1132,401,Very good Accessories!,4
6472,1527,96,Excellent Dresses!,5
6473,4964,434,Great Womens Sneakers!,5
6474,2522,129,Okay Womens Sneakers.,3
6475,777,150,Too small Womens Sneakers!,2
6476,1988,325,Satisfactory Pants.,3
6477,311,311,Bad Shoes!,2
6478,2067,69,Excellent Accessories!,4
6479,4608,461,Too small Pants!,2
6480,4795,89,Excellent Dresses!,4
6481,3081,284,Average Shoes.,3
6482,677,60,Great Dresses!,4
6483,3484,419,Amazing Shirts!,5
6484,475,168,Love this Womens Sneakers!,4
6485,3467,50,Disappointed Mens Jackets!,2
6486,2995,330,Too small Womens Sneakers!,2
6487,301,37,Amazing Mens Jackets!,5
6488,4959,8,Disappointed Dresses!,2
6489,1811,134,Okay Dresses.,3
6490,390,437,Love this Pants!,4
6491,3546,252,Great Shoes!,5
6492,2423,491,Great Shirts!,4
6493,538,343,Love this Mens Jackets!,4
6494,1197,30,Satisfactory Dresses.,3
6495,1409,15,Satisfactory Shirts.,3
6496,4594,292,Average Dresses.,3
6497,1515,21,Okay Pants.,3
6498,1406,112,Satisfactory Dresses.,3
6499,1039,476,Disappointed Accessories!,2
6500,3258,37,Excellent Dresses!,5
6501,936,150,Amazing Mens Jackets!,4
6502,4640,413,Love this Shoes!,4
6503,1818,77,Amazing Womens Sneakers!,4
6504,1882,296,Amazing Womens Sneakers!,5
6505,866,13,Amazing Mens Jackets!,4
6506,1817,311,Satisfactory Pants.,3
6507,2106,241,Excellent Mens Jackets!,4
6508,3560,424,Very good Pants!,5
6509,336,430,Not good Shoes!,1
6510,1731,179,Excellent Shirts!,4
6511,950,389,Great Shoes!,5
6512,4383,134,Poor quality Womens Sneakers!,1
6513,2893,338,Amazing Dresses!,4
6514,3552,451,Okay Shirts.,3
6515,3211,364,Satisfactory Shoes.,3
6516,3412,208,Average Womens Sneakers.,3
6517,4944,342,Poor quality Womens Sneakers!,1
6518,1877,152,Poor quality Dresses!,2
6519,585,363,Okay Accessories.,3
6520,474,204,Bad Accessories!,2
6521,4305,249,Okay Accessories.,3
6522,980,42,Disappointed Shoes!,2
6523,177,292,Disappointed Womens Sneakers!,1
6524,4636,303,Too small Accessories!,1
6525,3855,85,Satisfactory Womens Sneakers.,3
6526,3951,478,Amazing Mens Jackets!,5
6527,22,246,Amazing Womens Sneakers!,4
6528,1179,494,Great Shoes!,5
6529,4031,317,Poor quality Pants!,2
6530,1648,171,Satisfactory Womens Sneakers.,3
6531,3123,295,Bad Womens Sneakers!,1
6532,4633,404,Bad Accessories!,1
6533,3230,191,Disappointed Accessories!,1
6534,542,61,Satisfactory Accessories.,3
6535,92,222,Bad Pants!,2
6536,4581,113,Too small Womens Sneakers!,1
6537,3747,312,Love this Shirts!,4
6538,398,149,Bad Accessories!,1
6539,1159,236,Average Mens Jackets.,3
6540,3535,464,Bad Shoes!,2
6541,3546,232,Love this Shoes!,4
6542,3157,36,Bad Womens Sneakers!,2
6543,258,54,Disappointed Shoes!,2
6544,325,131,Okay Dresses.,3
6545,2510,300,Disappointed Pants!,1
6546,3852,46,Excellent Mens Jackets!,5
6547,2177,306,Bad Shoes!,2
6548,4778,269,Bad Shirts!,1
6549,4772,145,Not good Shoes!,1
6550,1847,343,Love this Womens Sneakers!,5
6551,3531,196,Disappointed Accessories!,2
6552,279,2,Too small Accessories!,2
6553,4221,163,Disappointed Dresses!,1
6554,4509,379,Amazing Accessories!,4
6555,3712,240,Okay Womens Sneakers.,3
6556,3013,336,Love this Shirts!,5
6557,2895,8,Not good Pants!,1
6558,3264,442,Too small Mens Jackets!,2
6559,1099,310,Love this Shoes!,5
6560,2126,213,Bad Mens Jackets!,1
6561,3554,234,Too small Dresses!,2
6562,890,282,Bad Shirts!,2
6563,848,195,Very good Womens Sneakers!,4
6564,3189,92,Bad Womens Sneakers!,1
6565,655,185,Love this Womens Sneakers!,4
6566,3359,12,Very good Accessories!,5
6567,4700,220,Disappointed Dresses!,2
6568,3404,20,Amazing Womens Sneakers!,4
6569,4419,93,Poor quality Pants!,2
6570,2974,367,Satisfactory Shoes.,3
6571,4337,208,Okay Accessories.,3
6572,3168,204,Disappointed Mens Jackets!,2
6573,2668,62,Great Mens Jackets!,4
6574,3896,38,Amazing Dresses!,4
6575,4996,8,Bad Shirts!,1
6576,1436,299,Not good Mens Jackets!,2
6577,4946,411,Not good Mens Jackets!,2
6578,148,193,Love this Shirts!,4
6579,2593,15,Disappointed Womens Sneakers!,2
6580,2498,66,Average Shirts.,3
6581,946,130,Average Shirts.,3
6582,3506,254,Great Pants!,5
6583,4346,282,Average Womens Sneakers.,3
6584,3344,452,Amazing Shirts!,4
6585,3752,12,Amazing Dresses!,5
6586,2541,40,Okay Dresses.,3
6587,4202,137,Poor quality Pants!,1
6588,2629,297,Not good Dresses!,1
6589,2971,433,Love this Shoes!,4
6590,4487,434,Bad Shoes!,1
6591,2920,83,Okay Shoes.,3
6592,2220,33,Great Dresses!,5
6593,1218,88,Disappointed Accessories!,2
6594,4122,158,Very good Pants!,5
6595,4830,277,Very good Shoes!,4
6596,4512,90,Love this Mens Jackets!,5
6597,1007,72,Too small Accessories!,2
6598,2024,275,Not good Womens Sneakers!,1
6599,4474,157,Love this Dresses!,4
6600,775,3,Okay Womens Sneakers.,3
6601,3474,166,Very good Dresses!,4
6602,1926,105,Not good Accessories!,2
6603,1875,15,Average Accessories.,3
6604,156,257,Very good Shirts!,4
6605,328,161,Not good Womens Sneakers!,2
6606,934,444,Great Accessories!,5
6607,546,429,Poor quality Shirts!,2
6608,2827,346,Very good Shirts!,5
6609,1337,478,Too small Accessories!,1
6610,4448,332,Excellent Shirts!,4
6611,3351,195,Great Accessories!,5
6612,3053,482,Bad Shirts!,2
6613,1507,366,Very good Shirts!,4
6614,1882,178,Satisfactory Shoes.,3
6615,3536,285,Great Pants!,4
6616,2440,13,Bad Womens Sneakers!,2
6617,3229,311,Amazing Mens Jackets!,5
6618,831,472,Disappointed Shoes!,2
6619,794,88,Bad Dresses!,1
6620,4528,336,Too small Accessories!,2
6621,4626,108,Disappointed Mens Jackets!,1
6622,2085,481,Bad Dresses!,1
6623,3206,439,Average Shoes.,3
6624,3178,16,Disappointed Dresses!,1
6625,848,8,Average Womens Sneakers.,3
6626,558,316,Too small Accessories!,2
6627,2455,337,Okay Womens Sneakers.,3
6628,1115,149,Great Mens Jackets!,5
6629,873,277,Satisfactory Womens Sneakers.,3
6630,4287,92,Bad Pants!,2
6631,4298,300,Great Accessories!,5
6632,3295,347,Satisfactory Mens Jackets.,3
6633,4866,92,Very good Dresses!,5
6634,934,66,Love this Pants!,4
6635,1946,192,Okay Pants.,3
6636,2577,397,Satisfactory Mens Jackets.,3
6637,3076,473,Poor quality Shoes!,2
6638,2700,499,Too small Shoes!,1
6639,731,477,Great Mens Jackets!,5
6640,3142,27,Okay Dresses.,3
6641,1164,445,Great Mens Jackets!,5
6642,2811,433,Great Mens Jackets!,5
6643,4331,431,Love this Shirts!,4
6644,1002,489,Poor quality Womens Sneakers!,1
6645,3940,182,Disappointed Accessories!,1
6646,1937,103,Satisfactory Womens Sneakers.,3
6647,2636,24,Excellent Pants!,4
6648,236,164,Amazing Accessories!,4
6649,1911,459,Very good Pants!,4
6650,2622,328,Not good Accessories!,2
6651,4667,211,Bad Dresses!,2
6652,1260,298,Love this Womens Sneakers!,5
6653,30,166,Bad Pants!,2
6654,3811,112,Love this Shirts!,5
6655,3647,265,Disappointed Shirts!,1
6656,3362,230,Okay Mens Jackets.,3
6657,2446,465,Poor quality Shoes!,2
6658,2278,169,Average Pants.,3
6659,13,370,Very good Shirts!,4
6660,1026,23,Not good Shirts!,2
6661,4924,303,Too small Dresses!,1
6662,4133,406,Disappointed Accessories!,2
6663,3909,314,Disappointed Dresses!,1
6664,1608,236,Bad Shirts!,1
6665,2751,317,Very good Womens Sneakers!,4
6666,1615,116,Disappointed Accessories!,1
6667,3521,389,Too small Mens Jackets!,2
6668,3525,232,Disappointed Accessories!,1
6669,4968,115,Disappointed Shoes!,2
6670,1577,490,Excellent Shirts!,4
6671,3790,147,Bad Shoes!,1
6672,3404,56,Poor quality Accessories!,2
6673,3451,97,Amazing Pants!,5
6674,3231,26,Poor quality Shoes!,1
6675,3624,324,Poor quality Womens Sneakers!,2
6676,209,426,Love this Shoes!,5
6677,1938,211,Amazing Pants!,5
6678,2738,235,Average Womens Sneakers.,3
6679,1644,253,Average Mens Jackets.,3
6680,4129,483,Bad Mens Jackets!,2
6681,4721,149,Amazing Shirts!,4
6682,4563,34,Amazing Mens Jackets!,5
6683,2124,78,Great Dresses!,4
6684,359,79,Disappointed Shirts!,1
6685,55,434,Love this Mens Jackets!,5
6686,414,351,Disappointed Shirts!,2
6687,3138,74,Okay Shoes.,3
6688,3940,309,Not good Womens Sneakers!,1
6689,3486,346,Too small Womens Sneakers!,1
6690,3892,312,Satisfactory Mens Jackets.,3
6691,2331,21,Great Dresses!,5
6692,777,112,Okay Shirts.,3
6693,933,353,Excellent Mens Jackets!,4
6694,3132,313,Too small Shoes!,1
6695,2449,459,Very good Mens Jackets!,5
6696,2310,242,Okay Dresses.,3
6697,569,353,Okay Dresses.,3
6698,3305,94,Bad Dresses!,1
6699,3162,99,Not good Accessories!,1
6700,215,475,Excellent Womens Sneakers!,4
6701,1137,327,Not good Shoes!,1
6702,3372,460,Very good Pants!,4
6703,2347,320,Average Womens Sneakers.,3
6704,3985,475,Love this Dresses!,4
6705,3011,84,Average Pants.,3
6706,2643,371,Too small Mens Jackets!,1
6707,489,254,Excellent Shoes!,4
6708,671,317,Disappointed Mens Jackets!,1
6709,4402,22,Excellent Shoes!,4
6710,1809,71,Poor quality Accessories!,2
6711,4656,301,Too small Shoes!,1
6712,4490,195,Bad Dresses!,1
6713,3577,312,Okay Womens Sneakers.,3
6714,4545,446,Poor quality Mens Jackets!,1
6715,3810,173,Bad Pants!,2
6716,2810,164,Great Womens Sneakers!,5
6717,51,461,Disappointed Shoes!,2
6718,707,469,Disappointed Shirts!,1
6719,690,445,Too small Pants!,1
6720,3095,309,Excellent Pants!,5
6721,872,281,Excellent Shoes!,4
6722,309,206,Average Accessories.,3
6723,68,134,Great Dresses!,4
6724,690,276,Amazing Dresses!,5
6725,4782,496,Excellent Shoes!,4
6726,407,332,Poor quality Mens Jackets!,1
6727,1393,492,Very good Womens Sneakers!,5
6728,672,392,Disappointed Shirts!,2
6729,833,155,Excellent Mens Jackets!,5
6730,3856,303,Great Shirts!,4
6731,2504,326,Very good Mens Jackets!,4
6732,4191,31,Okay Womens Sneakers.,3
6733,2417,128,Average Shirts.,3
6734,194,495,Bad Accessories!,2
6735,417,371,Bad Accessories!,1
6736,280,2,Average Womens Sneakers.,3
6737,3397,208,Amazing Womens Sneakers!,5
6738,1319,462,Love this Dresses!,4
6739,3494,296,Too small Dresses!,1
6740,2660,312,Amazing Mens Jackets!,5
6741,2894,490,Love this Womens Sneakers!,5
6742,206,214,Poor quality Dresses!,1
6743,2646,356,Poor quality Dresses!,2
6744,2369,7,Very good Pants!,4
6745,1114,405,Disappointed Mens Jackets!,2
6746,344,39,Too small Accessories!,2
6747,1380,119,Okay Dresses.,3
6748,2992,323,Average Accessories.,3
6749,2085,182,Poor quality Shoes!,2
6750,2165,16,Satisfactory Pants.,3
